barcode_a,barcode_b,doc2vec_distance,reissue
Z159579604,Z156577207,64.02336883544922,
Z170807409,Z164172903,64.04727935791016,
Z167120604,Z256472808,64.06007385253906,
Z256471804,Z185143704,64.11298370361328,
Z256471804,Z168096506,64.15325927734375,
Z186388101,Z156265702,64.15409851074219,
Z170807409,Z168354106,64.16915893554688,
Z160260500,Z157583008,64.17394256591797,
Z156771000,Z157583008,64.20480346679688,
Z18514390X,Z164752105,64.20638275146484,
Z15958790X,Z164752105,64.22496795654297,
Z156843801,Z157598504,64.22755432128906,
Z256472808,Z176246604,64.32491302490234,
Z224214403,Z185158008,64.37450408935547,
Z185142207,Z156265702,64.39640045166016,
Z167120501,Z167120604,64.41001892089844,reissue
Z186388101,Z224214403,64.42167663574219,
Z170807203,Z185912505,64.45410919189453,
Z158700100,Z35076705,64.45557403564453,
Z158160208,Z157583008,64.45777893066406,
Z256471804,Z185158008,64.45782470703125,
Z256471804,Z156771000,64.45892333984375,
Z175034204,Z256472808,64.50715637207031,
Z170807203,Z156771000,64.55887603759766,
Z184929303,Z256472808,64.58213806152344,
Z156771000,Z164752105,64.5841064453125,
Z256471804,Z176246604,64.60127258300781,
Z185157107,Z157583008,64.6163330078125,
Z256471804,Z15958790X,64.61669158935547,
Z168096506,Z182900000,64.62529754638672,
Z224214403,Z165780108,64.6266098022461,
Z158160208,Z176246604,64.63658905029297,reissue
Z168353801,Z156265702,64.6599349975586,
Z178362103,Z224214403,64.66919708251953,
Z256472808,Z157711400,64.68733978271484,
Z160260500,Z15657730X,64.70189666748047,
Z253367704,Z164752105,64.709716796875,
Z157598504,Z185143704,64.73670959472656,
Z167120501,Z224214403,64.76264953613281,reissue
Z156577207,Z168353801,64.76696014404297,
Z185142104,Z35076705,64.76712799072266,
Z256471804,Z185157107,64.769775390625,
Z256471804,Z18515720X,64.77780151367188,
Z15657730X,Z176245508,64.81095886230469,
Z178362103,Z169010905,64.85134887695312,
Z15958790X,Z169010905,64.86073303222656,
Z256471804,Z185912505,64.92813873291016,
Z185142104,Z185158008,65.0248794555664,
Z204534306,Z168091302,65.03974914550781,
Z168353709,Z156265702,65.04821014404297,
Z167120501,Z157598504,65.0527572631836,reissue
Z159579501,Z18244920X,65.07247161865234,
Z170807409,Z253367704,65.0937728881836,
Z157711400,Z185143704,65.10160064697266,
Z167120604,Z224214403,65.12521362304688,reissue
Z176246604,Z224214403,65.14797973632812,
Z180628606,Z15657730X,65.1698226928711,
Z184929303,Z164752105,65.17716979980469,
Z185142104,Z158160208,65.18785095214844,
Z15657730X,Z184929303,65.1884765625,
Z156843801,Z164752105,65.2112045288086,
Z163300909,Z204534306,65.24201202392578,
Z170807203,Z175148507,65.24358367919922,
Z158160208,Z164752105,65.24518585205078,
Z170807409,Z165780108,65.25934600830078,
Z156771000,Z35076705,65.29154205322266,
Z157583008,Z175148507,65.29190826416016,
Z256471804,Z180628606,65.30894470214844,
Z157583008,Z184929303,65.32096099853516,
Z156577207,Z168091405,65.32563781738281,
Z169010905,Z18514390X,65.33804321289062,
Z204534306,Z175034204,65.36852264404297,
Z256471804,Z156843801,65.39022827148438,
Z158160208,Z169010905,65.39916229248047,
Z256471804,Z160260500,65.40021514892578,
Z180628606,Z224214403,65.40039825439453,
Z184400900,Z15657730X,65.4025650024414,
Z204534306,Z256474908,65.4051742553711,
Z170807203,Z159579501,65.43199920654297,
Z35076705,Z184140306,65.4474105834961,
Z156843801,Z157583008,65.45614624023438,
Z185157107,Z164752105,65.46626281738281,
Z165709803,Z157711400,65.50064086914062,
Z170807203,Z25647300X,65.50113677978516,
Z182822001,Z224214403,65.50961303710938,
Z256471804,Z158160208,65.5704116821289,
Z180628606,Z204534306,65.57279968261719,
Z170807203,Z159579604,65.58740997314453,
Z224214403,Z185143704,65.63864135742188,
Z185912505,Z224214403,65.72240447998047,
Z185142001,Z224214403,65.74324798583984,
Z204534306,Z168354106,65.74842834472656,
Z197267901,Z224214403,65.76286315917969,
Z170807203,Z186388101,65.81365203857422,
Z256472808,Z184140306,65.81369018554688,
Z158160208,Z224214403,65.86930084228516,
Z165709803,Z35076705,65.8703384399414,
Z160260500,Z156265702,65.90647888183594,
Z185157909,Z18244920X,65.91409301757812,
Z256474908,Z224214403,65.9144287109375,
Z15958790X,Z224214403,65.92382049560547,
Z180628606,Z182900000,65.93386840820312,
Z182900000,Z168353801,65.98158264160156,
Z169010905,Z168353709,66.02397918701172,
Z156771000,Z157598504,66.02848815917969,
Z256471804,Z176245508,66.08100128173828,
Z164172903,Z164752105,66.0861587524414,
Z15657730X,Z165780108,66.13565826416016,
Z180628606,Z18244920X,66.14995574951172,
Z25647300X,Z164172903,66.1538314819336,
Z157598504,Z168354106,66.15618896484375,
Z18514390X,Z156265702,66.15829467773438,
Z157583008,Z164172903,66.17213439941406,
Z163300909,Z170807203,66.17485809326172,
Z185142104,Z156577207,66.18950653076172,
Z167120604,Z18244920X,66.2073745727539,
Z185142104,Z18515720X,66.21037292480469,
Z175148507,Z164752105,66.25260925292969,
Z157598504,Z175148507,66.2527847290039,
Z167120501,Z15657730X,66.27275085449219,
Z156843801,Z35076705,66.2835464477539,
Z165709803,Z182900000,66.28598022460938,
Z157598504,Z167120604,66.29728698730469,reissue
Z256471804,Z256474908,66.3039321899414,
Z158700100,Z184929303,66.31675720214844,reissue
Z160260500,Z156577207,66.38043975830078,
Z197267901,Z182900000,66.39301300048828,
Z169010905,Z164172903,66.4100570678711,
Z167120604,Z182900000,66.41024017333984,
Z182822001,Z169010905,66.43041229248047,
Z15657730X,Z168353709,66.45126342773438,
Z156771000,Z170807409,66.46210479736328,
Z15657730X,Z177009407,66.46575164794922,
Z168096506,Z224214403,66.46617126464844,
Z185142104,Z176245508,66.46937561035156,
Z15657730X,Z18515720X,66.4996109008789,
Z169010905,Z168353801,66.51641082763672,
Z256471804,Z18514390X,66.52271270751953,
Z185142001,Z164752105,66.52731323242188,
Z168096506,Z18244920X,66.53440856933594,
Z185157909,Z182900000,66.56839752197266,
Z185142104,Z185143704,66.5899429321289,
Z185142001,Z157583008,66.59966278076172,
Z224270704,Z25647300X,66.61363983154297,
Z157598504,Z178362103,66.6238021850586,
Z164172903,Z156265702,66.63387298583984,
Z15657730X,Z157711400,66.65699768066406,
Z184400900,Z35076705,66.73692321777344,
Z180631800,Z18244920X,66.75799560546875,
Z182900000,Z168353709,66.76227569580078,
Z197267901,Z18244920X,66.77535247802734,
Z182822001,Z168353801,66.78748321533203,
Z160260500,Z224214403,66.80669403076172,
Z168353801,Z164172903,66.83493041992188,
Z185157107,Z169010905,66.85174560546875,
Z157598504,Z185158008,66.93573760986328,
Z18515720X,Z157711400,66.94256591796875,
Z180628606,Z253367704,66.94966888427734,reissue
Z15657730X,Z168353801,66.95924377441406,
Z185142104,Z185157107,66.97821044921875,
Z185157107,Z156265702,66.98883819580078,
Z35076705,Z176245508,67.00277709960938,
Z185142104,Z204534306,67.01025390625,
Z157598504,Z185157909,67.01519012451172,
Z204534306,Z167120604,67.04049682617188,reissue
Z176245508,Z224214403,67.10071563720703,
Z158700100,Z168091405,67.1021728515625,
Z170807409,Z25647300X,67.10260009765625,
Z204534306,Z184140306,67.11749267578125,
Z170807203,Z184929303,67.12095642089844,reissue
Z170807409,Z159579604,67.13155364990234,
Z167120604,Z156577207,67.1391372680664,
Z15657730X,Z175148507,67.16810607910156,
Z170807203,Z176246604,67.1728744506836,
Z163300909,Z169010905,67.17359161376953,
Z156843801,Z256472808,67.18026733398438,
Z256471804,Z185142001,67.18750762939453,
Z158700100,Z224270704,67.19866180419922,reissue
Z165709803,Z156577207,67.2083740234375,
Z156771000,Z256472808,67.22176361083984,
Z197267901,Z15657730X,67.24970245361328,
Z180628606,Z35076705,67.25171661376953,
Z156771000,Z182900000,67.2554931640625,
Z169010905,Z168354106,67.2911148071289,
Z165709803,Z18244920X,67.35456085205078,
Z158160208,Z156265702,67.3638916015625,
Z180631800,Z182900000,67.36634826660156,
Z18515720X,Z256472808,67.3680648803711,
Z156771000,Z156577207,67.41021728515625,
Z15958790X,Z256472808,67.4161605834961,
Z253367704,Z156577207,67.42030334472656,
Z182822001,Z156265702,67.43631744384766,
Z15958790X,Z156265702,67.44297790527344,
Z163300909,Z168353709,67.44635009765625,
Z168353801,Z18244920X,67.46890258789062,
Z168353709,Z164172903,67.4778823852539,
Z256474908,Z182900000,67.47933197021484,
Z185157107,Z224214403,67.50243377685547,
Z256474908,Z256472808,67.69378662109375,
Z185142104,Z15657730X,67.71327209472656,
Z25647300X,Z164752105,67.79169464111328,
Z156577207,Z165780108,67.87528991699219,
Z156843801,Z15657730X,67.8948974609375,
Z185142001,Z156265702,67.91158294677734,
Z256472808,Z185143704,67.92079162597656,
Z15958790X,Z156577207,67.92994689941406,
Z185912505,Z170807409,67.93629455566406,
Z163300909,Z168353801,67.95235443115234,
Z15657730X,Z168354106,67.95409393310547,
Z167120604,Z15657730X,67.96215057373047,
Z182822001,Z168353709,67.97489929199219,
Z25647300X,Z168353801,67.97938537597656,
Z197267901,Z35076705,67.9936752319336,
Z175148507,Z156265702,68.00348663330078,
Z15657730X,Z168096506,68.01036834716797,
Z157583008,Z25647300X,68.03888702392578,
Z180631800,Z15657730X,68.05532836914062,
Z204534306,Z186388101,68.0669174194336,
Z25647300X,Z168353709,68.07736206054688,
Z182822001,Z157711400,68.08275604248047,
Z35076705,Z168096506,68.1052017211914,
Z156843801,Z224214403,68.12430572509766,
Z169010905,Z184929303,68.1248550415039,
Z35076705,Z157711400,68.15113830566406,
Z157583008,Z176246604,68.2054672241211,
Z170807203,Z253367704,68.2379379272461,
Z168353709,Z18244920X,68.2543716430664,
Z256474908,Z18244920X,68.25634002685547,
Z170807409,Z159579501,68.27471160888672,
Z160260500,Z35076705,68.27536010742188,
Z176246604,Z164752105,68.28565216064453,
Z176245508,Z18244920X,68.33209991455078,
Z185157107,Z157711400,68.37140655517578,
Z167120501,Z156577207,68.41136169433594,
Z253367704,Z169010905,68.49011993408203,
Z185142104,Z182900000,68.50165557861328,
Z224270704,Z184929303,68.50321960449219,reissue
Z168354106,Z156265702,68.57923126220703,
Z157598504,Z182822001,68.59200286865234,
Z204534306,Z184400900,68.59941864013672,
Z204534306,Z177009407,68.60710906982422,
Z182900000,Z175148507,68.61160278320312,
Z156771000,Z224214403,68.63916778564453,
Z170807409,Z177009407,68.65011596679688,
Z256472808,Z165780108,68.66500091552734,
Z156771000,Z18244920X,68.69648742675781,
Z185142104,Z185157909,68.70063781738281,
Z156771000,Z204534306,68.7413330078125,
Z184929303,Z156265702,68.75980377197266,
Z169010905,Z25647300X,68.77777099609375,
Z182900000,Z186388101,68.80265045166016,
Z35076705,Z177009407,68.81437683105469,
Z35076705,Z175148507,68.8429183959961,
Z204534306,Z180631800,68.85689544677734,
Z157598504,Z185157107,68.859375,
Z18514390X,Z157711400,68.91320037841797,
Z184400900,Z156577207,68.9222412109375,
Z35076705,Z18515720X,68.9336166381836,
Z185142001,Z169010905,68.97553253173828,
Z180628606,Z256472808,68.97976684570312,
Z253367704,Z15657730X,69.00817108154297,
Z185142104,Z182822001,69.01829528808594,
Z15958790X,Z15657730X,69.04893493652344,
Z15958790X,Z159588009,69.06103515625,
Z169010905,Z176246604,69.09896850585938,
Z157711400,Z165780108,69.1473388671875,
Z184400900,Z159588009,69.16510009765625,
Z176245508,Z182900000,69.17842864990234,
Z167120501,Z185142104,69.22830200195312,
Z184400900,Z182900000,69.26324462890625,
Z163300909,Z164752105,69.26509857177734,
Z185142104,Z18514390X,69.30064392089844,
Z156577207,Z177009407,69.35528564453125,
Z170807409,Z184400900,69.36443328857422,
Z165709803,Z158700100,69.39315795898438,
Z168091302,Z168091405,69.40635681152344,
Z15958790X,Z204534306,69.41223907470703,
Z182822001,Z182900000,69.42874145507812,
Z15958790X,Z168091302,69.45077514648438,
Z185142104,Z160260500,69.45548248291016,
Z204534306,Z176246604,69.49098205566406,
Z185912505,Z204534306,69.49870300292969,
Z185142104,Z18244920X,69.50704193115234,
Z163300909,Z157583008,69.52174377441406,
Z15958790X,Z175034204,69.53137969970703,
Z165709803,Z184140306,69.540283203125,
Z185142207,Z256472808,69.55960083007812,
Z177009407,Z168091405,69.56383514404297,
Z157598504,Z184929303,69.57068634033203,reissue
Z158700100,Z177009407,69.6002197265625,
Z156843801,Z156577207,69.6050796508789,
Z156577207,Z18515720X,69.6145248413086,
Z175148507,Z256472808,69.65821838378906,
Z256472808,Z185158008,69.68153381347656,
Z158700100,Z159588009,69.70156860351562,
Z163300909,Z224270704,69.70903778076172,
Z25647300X,Z156265702,69.71809387207031,
Z184400900,Z159579501,69.72097778320312,
Z177009407,Z182900000,69.73633575439453,
Z185912505,Z156577207,69.77005767822266,
Z185912505,Z18244920X,69.79411315917969,
Z253367704,Z168353709,69.79431915283203,
Z160260500,Z256472808,69.8161392211914,
Z253367704,Z18244920X,69.82231903076172,
Z18514390X,Z224214403,69.83650207519531,
Z163300909,Z168354106,69.95879364013672,
Z185142207,Z18515720X,69.99231719970703,
Z157598504,Z158160208,69.99459838867188,
Z18514390X,Z185143704,70.00782012939453,reissue
Z163300909,Z185142104,70.01225280761719,
Z185142104,Z197267901,70.02613830566406,
Z253367704,Z168353801,70.06694793701172,
Z253367704,Z182900000,70.07135772705078,
Z15657730X,Z185157909,70.12181091308594,
Z15958790X,Z168091405,70.12369537353516,
Z175148507,Z18244920X,70.17979431152344,
Z253367704,Z168354106,70.1840591430664,
Z163300909,Z25647300X,70.2251968383789,
Z158160208,Z256472808,70.2455062866211,
Z165709803,Z168091302,70.25887298583984,
Z15958790X,Z184140306,70.27338409423828,
Z160260500,Z182900000,70.30664825439453,
Z35076705,Z185158008,70.33685302734375,
Z165709803,Z224270704,70.3497543334961,
Z159588009,Z157711400,70.35850524902344,
Z182822001,Z168091302,70.43451690673828,
Z185142104,Z165780108,70.44540405273438,
Z185142207,Z157711400,70.48291015625,
Z156843801,Z185142104,70.48615264892578,
Z165709803,Z256472808,70.4935531616211,
Z15657730X,Z185143704,70.51886749267578,
Z165709803,Z159588009,70.5216293334961,
Z185142207,Z35076705,70.52262115478516,
Z168354106,Z164172903,70.54419708251953,
Z185142104,Z164172903,70.56786346435547,
Z176245508,Z256472808,70.57044982910156,
Z185912505,Z182900000,70.58381652832031,
Z159588009,Z177009407,70.62712860107422,
Z197267901,Z256472808,70.62908172607422,
Z185142104,Z159588009,70.63607788085938,
Z167120501,Z256472808,70.64349365234375,
Z157598504,Z18514390X,70.64502716064453,
Z175034204,Z168091405,70.65931701660156,
Z184400900,Z18244920X,70.6697006225586,
Z157598504,Z15958790X,70.67169952392578,
Z156843801,Z224270704,70.69760131835938,
Z178362103,Z256472808,70.71646881103516,
Z157711400,Z184140306,70.72103118896484,
Z197267901,Z180631800,70.7215805053711,
Z182900000,Z157711400,70.76532745361328,
Z168091302,Z157711400,70.76799774169922,
Z157598504,Z164172903,70.79307556152344,
Z177009407,Z157711400,70.79492950439453,
Z167120501,Z35076705,70.7952880859375,
Z185142104,Z25647300X,70.81949615478516,
Z157598504,Z25647300X,70.83497619628906,
Z170807409,Z186388101,70.85528564453125,
Z158700100,Z168091302,70.8647232055664,
Z156577207,Z168096506,70.86608123779297,
Z163300909,Z157598504,70.94925689697266,
Z159588009,Z18515720X,70.98049926757812,
Z165709803,Z176245508,70.98855590820312,
Z185142104,Z168091302,70.99342346191406,
Z18515720X,Z165780108,71.03902435302734,
Z163300909,Z165780108,71.06181335449219,reissue
Z163300909,Z253367704,71.06583404541016,
Z204534306,Z175148507,71.12277221679688,
Z185142104,Z180631800,71.12705993652344,
Z15657730X,Z185158008,71.14102935791016,
Z158700100,Z184140306,71.15312194824219,
Z177009407,Z18244920X,71.16435241699219,
Z185157909,Z256472808,71.17340850830078,
Z177009407,Z256472808,71.17646789550781,
Z185912505,Z185157909,71.17997741699219,
Z160260500,Z18244920X,71.22431945800781,
Z186388101,Z18244920X,71.23482513427734,
Z253367704,Z164172903,71.2447509765625,
Z165709803,Z175034204,71.25891876220703,
Z163300909,Z170807409,71.28235626220703,
Z159579604,Z186388101,71.30946350097656,
Z185157107,Z256472808,71.33824920654297,
Z35076705,Z168091405,71.3779296875,
Z185142207,Z177009407,71.39683532714844,
Z185142104,Z157711400,71.40525817871094,
Z177009407,Z168091302,71.40897369384766,
Z156577207,Z164172903,71.49066925048828,
Z180628606,Z156577207,71.49569702148438,
Z224270704,Z176246604,71.51376342773438,
Z35076705,Z25647300X,71.52562713623047,
Z197267901,Z168091302,71.53141021728516,
Z184400900,Z256472808,71.54266357421875,
Z158700100,Z175034204,71.55297088623047,
Z158700100,Z184400900,71.58074188232422,
Z158700100,Z256472808,71.60391235351562,
Z159588009,Z168091405,71.60774230957031,
Z224270704,Z157711400,71.67890930175781,reissue
Z163300909,Z156577207,71.7029800415039,
Z184400900,Z157711400,71.70686340332031,
Z197267901,Z204534306,71.70962524414062,
Z156577207,Z157711400,71.72220611572266,
Z177009407,Z184140306,71.73806762695312,
Z175034204,Z157711400,71.73872375488281,
Z204534306,Z168096506,71.74091339111328,
Z175034204,Z18515720X,71.76355743408203,
Z182900000,Z165780108,71.79912567138672,
Z175034204,Z177009407,71.85233306884766,
Z185142104,Z167120604,71.85667419433594,
Z156577207,Z25647300X,71.8666763305664,
Z35076705,Z168353709,71.90025329589844,
Z182822001,Z18244920X,71.90048217773438,
Z185142207,Z184400900,71.90900421142578,
Z185157107,Z18515720X,71.91548156738281,
Z35076705,Z185143704,71.91566467285156,
Z204534306,Z157711400,71.99371337890625,reissue
Z160260500,Z170807409,71.99809265136719,
Z163300909,Z156265702,72.0053482055664,
Z168091302,Z168353709,72.03913879394531,
Z159579604,Z168091405,72.05789184570312,
Z159579604,Z168091302,72.06599426269531,
Z158700100,Z159579501,72.0755615234375,
Z170807409,Z176246604,72.08036804199219,
Z18515720X,Z168091302,72.11917114257812,
Z157711400,Z18244920X,72.13227844238281,
Z204534306,Z185157909,72.1696548461914,
Z170807409,Z175148507,72.1883316040039,
Z35076705,Z184929303,72.20570373535156,
Z204534306,Z176245508,72.22360229492188,
Z182822001,Z15657730X,72.2413101196289,
Z184400900,Z175034204,72.30426788330078,
Z35076705,Z168354106,72.30464935302734,
Z185912505,Z159579501,72.31341552734375,
Z159579501,Z186388101,72.39395141601562,
Z182822001,Z159588009,72.40574645996094,
Z185142104,Z175034204,72.43273162841797,
Z184400900,Z168091302,72.4330825805664,
Z163300909,Z164172903,72.47232818603516,
Z184929303,Z176246604,72.48370361328125,
Z159579604,Z184140306,72.48951721191406,
Z159579501,Z224270704,72.48985290527344,
Z197267901,Z159588009,72.49772644042969,
Z168091302,Z168353801,72.52328491210938,
Z177009407,Z165780108,72.5641860961914,
Z185912505,Z157711400,72.56916046142578,
Z185142001,Z182900000,72.62676239013672,
Z18515720X,Z184140306,72.70626068115234,
Z159579604,Z159588009,72.72113800048828,
Z185142001,Z18515720X,72.72954559326172,
Z168091405,Z184140306,72.74484252929688,
Z185142207,Z204534306,72.7462387084961,
Z159588009,Z168354106,72.751953125,
Z18244920X,Z185158008,72.8077392578125,
Z182822001,Z184140306,72.81828308105469,
Z185142104,Z184140306,72.8193130493164,
Z15958790X,Z168353709,72.85038757324219,
Z18515720X,Z224270704,72.88070678710938,
Z159588009,Z176245508,72.90434265136719,
Z204534306,Z158160208,72.91485595703125,
Z159588009,Z168353709,72.94554138183594,
Z182822001,Z167120604,72.9554214477539,
Z168096506,Z256472808,72.9718246459961,
Z35076705,Z168353801,72.97833251953125,
Z15958790X,Z182900000,72.9807357788086,
Z168096506,Z157711400,73.00141143798828,
Z253367704,Z35076705,73.00326538085938,
Z159579604,Z175034204,73.03033447265625,
Z178362103,Z204534306,73.0395736694336,
Z256474908,Z164752105,73.05638885498047,
Z159579501,Z177009407,73.07032775878906,
Z185157107,Z18514390X,73.08206176757812,
Z182900000,Z185158008,73.08700561523438,
Z156577207,Z175148507,73.1212387084961,
Z184400900,Z184140306,73.1255874633789,
Z204534306,Z160260500,73.15155792236328,
Z224270704,Z185143704,73.156494140625,
Z158160208,Z168091302,73.209228515625,
Z185142001,Z185142207,73.21144104003906,
Z182822001,Z175034204,73.2420425415039,
Z185142104,Z224270704,73.24407196044922,
Z35076705,Z18514390X,73.2655029296875,
Z159588009,Z158160208,73.28644561767578,
Z204534306,Z185143704,73.29767608642578,
Z256472808,Z168091405,73.30281066894531,
Z224270704,Z176245508,73.3120346069336,
Z165780108,Z18244920X,73.32307434082031,
Z197267901,Z175034204,73.3311996459961,
Z178362103,Z182900000,73.33161926269531,
Z178362103,Z15657730X,73.33975982666016,
Z197267901,Z184140306,73.34809875488281,
Z159588009,Z168353801,73.34962463378906,
Z168353801,Z185143704,73.350341796875,
Z184400900,Z159579604,73.35333251953125,
Z185912505,Z159588009,73.36753845214844,
Z184400900,Z165780108,73.38792419433594,
Z253367704,Z184140306,73.38859558105469,
Z178362103,Z177009407,73.40894317626953,
Z35076705,Z164172903,73.4224853515625,
Z167120604,Z168096506,73.44335174560547,
Z157598504,Z256474908,73.4447250366211,
Z180631800,Z256472808,73.44947814941406,
Z15958790X,Z35076705,73.48014831542969,
Z158700100,Z159579604,73.48152923583984,
Z156577207,Z185143704,73.491455078125,
Z185142001,Z18244920X,73.52488708496094,
Z185142104,Z168353801,73.52576446533203,
Z185142207,Z185143704,73.54232025146484,
Z158160208,Z185143704,73.54290771484375,
Z158700100,Z157711400,73.5626449584961,reissue
Z175034204,Z168353709,73.58311462402344,
Z178362103,Z185157909,73.62260437011719,
Z184400900,Z168091405,73.62415313720703,
Z185912505,Z256472808,73.6291275024414,
Z15958790X,Z18244920X,73.64896392822266,
Z185912505,Z168091302,73.65292358398438,
Z159579604,Z177009407,73.65481567382812,
Z185157909,Z157711400,73.6646499633789,
Z185142104,Z168091405,73.68135833740234,
Z197267901,Z167120604,73.7022933959961,
Z15958790X,Z168353801,73.7136001586914,
Z159579501,Z168091405,73.73824310302734,
Z176246604,Z156265702,73.73886108398438,
Z185912505,Z185158008,73.7754898071289,
Z185142001,Z185158008,73.78173065185547,
Z167120501,Z159588009,73.79315185546875,
Z167120604,Z18515720X,73.79886627197266,
Z185157107,Z15657730X,73.8099136352539,
Z178362103,Z35076705,73.8216323852539,
Z180628606,Z184140306,73.86441802978516,
Z167120501,Z224270704,73.86878967285156,reissue
Z156577207,Z18514390X,73.86957550048828,
Z175034204,Z168354106,73.87580871582031,
Z182822001,Z156577207,73.90060424804688,
Z178362103,Z156577207,73.90188598632812,
Z157583008,Z256474908,73.91609191894531,
Z176245508,Z168091405,73.9250259399414,
Z253367704,Z25647300X,73.9343032836914,
Z160260500,Z168091302,73.9439926147461,
Z167120604,Z35076705,73.95026397705078,
Z160260500,Z168091405,73.98077392578125,
